id,caption,qas
coco_156321,A dog and a cat curled up together on a couch.,"[{""question"": ""is there a couch?"", ""answer"": ""yes""}, {""question"": ""what type of furniture is this?"", ""answer"": ""couch""}, {""question"": ""are the dog and cat curled up?"", ""answer"": ""yes""}, {""question"": ""are the dog and cat curled up together?"", ""answer"": ""yes""}, {""question"": ""are the dog and cat together or apart?"", ""answer"": ""together""}]"
coco_730212,"A small, white toilet with a toilet paper dispenser on the wall.","[{""question"": ""is this a toilet?"", ""answer"": ""yes""}, {""question"": ""what type of appliance is this?"", ""answer"": ""toilet""}, {""question"": ""is there a toilet paper dispenser?"", ""answer"": ""yes""}, {""question"": ""is the toilet white?"", ""answer"": ""yes""}, {""question"": ""what color is the toilet?"", ""answer"": ""white""}, {""question"": ""is the toilet small?"", ""answer"": ""yes""}, {""question"": ""is the toilet small or large?"", ""answer"": ""small""}, {""question"": ""is the toilet paper dispenser on the wall?"", ""answer"": ""yes""}, {""question"": ""is the toilet paper dispenser on the wall or on the floor?"", ""answer"": ""on the wall""}]"
coco_795949,A person playing the Nintendo Wii in their messy living room,"[{""question"": ""is this a person?"", ""answer"": ""yes""}, {""question"": ""is this a Nintendo Wii?"", ""answer"": ""yes""}, {""question"": ""is this a living room?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""living room""}, {""question"": ""is the person playing the Nintendo Wii?"", ""answer"": ""yes""}, {""question"": ""is the living room messy?"", ""answer"": ""yes""}]"
coco_678144,A double decker bus next to a normal sized bus. ,"[{""question"": ""is this a double decker bus?"", ""answer"": ""yes""}, {""question"": ""is the double decker bus next to the normal sized bus?"", ""answer"": ""yes""}, {""question"": ""is the double decker bus next to or behind the normal sized bus?"", ""answer"": ""next to""}]"
coco_425183,Food on plates and a box of doughnuts. ,"[{""question"": ""is there food on the plates?"", ""answer"": ""yes""}, {""question"": ""are there plates?"", ""answer"": ""yes""}, {""question"": ""is there a box?"", ""answer"": ""yes""}, {""question"": ""are there doughnuts in the box?"", ""answer"": ""yes""}, {""question"": ""what type of food is in the box?"", ""answer"": ""doughnuts""}]"
coco_129177,A person wearing orange pants standing on a bench,"[{""question"": ""is this a person?"", ""answer"": ""yes""}, {""question"": ""is the person wearing pants?"", ""answer"": ""yes""}, {""question"": ""is there a bench?"", ""answer"": ""yes""}, {""question"": ""what type of furniture is this?"", ""answer"": ""bench""}, {""question"": ""is the person standing on the bench?"", ""answer"": ""yes""}, {""question"": ""are the pants orange?"", ""answer"": ""yes""}, {""question"": ""what color are the pants?"", ""answer"": ""orange""}]"
coco_253070,"People in cars, on bikes, and walking near city buildings.","[{""question"": ""are there people in cars, on bikes, and walking near city buildings?"", ""answer"": ""yes""}, {""question"": ""are there cars?"", ""answer"": ""yes""}, {""question"": ""are there bikes?"", ""answer"": ""yes""}, {""question"": ""are there people walking near city buildings?"", ""answer"": ""yes""}, {""question"": ""are there city buildings?"", ""answer"": ""yes""}, {""question"": ""what type of structure is this?"", ""answer"": ""building""}, {""question"": ""are the people near the city buildings?"", ""answer"": ""yes""}, {""question"": ""are the people near or far from the city buildings?"", ""answer"": ""near""}, {""question"": ""are these city buildings?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""city""}]"
coco_290223,An assortment of fruits and vegetable all set together,"[{""question"": ""are there fruits?"", ""answer"": ""yes""}, {""question"": ""are there vegetables?"", ""answer"": ""yes""}, {""question"": ""are the fruits and vegetables set together?"", ""answer"": ""yes""}, {""question"": ""is this an assortment of fruits and vegetables?"", ""answer"": ""yes""}, {""question"": ""are the fruits and vegetables together or apart?"", ""answer"": ""together""}]"
coco_623693,a group of people sitting around a long table while eating from plates of food ,"[{""question"": ""are there people sitting around a long table?"", ""answer"": ""yes""}, {""question"": ""is there a long table?"", ""answer"": ""yes""}, {""question"": ""are there plates of food?"", ""answer"": ""yes""}, {""question"": ""is there food?"", ""answer"": ""yes""}, {""question"": ""are the people sitting around a long table?"", ""answer"": ""yes""}, {""question"": ""are the people eating from plates of food?"", ""answer"": ""yes""}, {""question"": ""is this a group of people?"", ""answer"": ""yes""}, {""question"": ""is this a group or a single person?"", ""answer"": ""group""}, {""question"": ""is the table long?"", ""answer"": ""yes""}, {""question"": ""is the table long or short?"", ""answer"": ""long""}, {""question"": ""are the people sitting around the long table?"", ""answer"": ""yes""}, {""question"": ""are the people sitting around or under the long table?"", ""answer"": ""around""}]"
coco_143832,A pastry chief waiting on customers in a restaurant.,"[{""question"": ""is this a pastry chief?"", ""answer"": ""yes""}, {""question"": ""who is waiting on customers?"", ""answer"": ""pastry chief""}, {""question"": ""are there customers?"", ""answer"": ""yes""}, {""question"": ""who is the pastry chief waiting on?"", ""answer"": ""customers""}, {""question"": ""is this a restaurant?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""restaurant""}]"
coco_370574,Two young children holding a large teddy bear.,"[{""question"": ""are there children?"", ""answer"": ""yes""}, {""question"": ""is there a teddy bear?"", ""answer"": ""yes""}, {""question"": ""what type of toy is this?"", ""answer"": ""teddy bear""}, {""question"": ""are the children holding a large teddy bear?"", ""answer"": ""yes""}, {""question"": ""are there two children?"", ""answer"": ""yes""}, {""question"": ""how many children are there?"", ""answer"": ""2""}, {""question"": ""is the teddy bear large?"", ""answer"": ""yes""}, {""question"": ""is the teddy bear large or small?"", ""answer"": ""large""}]"
coco_33862,An open laptop computer sitting on a desk next to a lamp.,"[{""question"": ""is this a laptop computer?"", ""answer"": ""yes""}, {""question"": ""what type of computer is this?"", ""answer"": ""laptop computer""}, {""question"": ""is there a desk?"", ""answer"": ""yes""}, {""question"": ""is there a lamp?"", ""answer"": ""yes""}, {""question"": ""is the laptop computer sitting on the desk?"", ""answer"": ""yes""}, {""question"": ""is the laptop computer open?"", ""answer"": ""yes""}, {""question"": ""is the laptop computer open or closed?"", ""answer"": ""open""}, {""question"": ""is the lamp next to the laptop computer?"", ""answer"": ""yes""}, {""question"": ""is the lamp next to or behind the laptop computer?"", ""answer"": ""next to""}]"
coco_797095,a women that has a carrot in her hand,"[{""question"": ""is this a women?"", ""answer"": ""yes""}, {""question"": ""is there a carrot?"", ""answer"": ""yes""}, {""question"": ""what vegetable is in the picture?"", ""answer"": ""carrot""}, {""question"": ""does the women have a carrot in her hand?"", ""answer"": ""yes""}, {""question"": ""does the women have a carrot in her hand or in her mouth?"", ""answer"": ""in her hand""}]"
coco_814794,Bread that is sitting on a plate that is on a table.,"[{""question"": ""is there bread?"", ""answer"": ""yes""}, {""question"": ""what type of food is this?"", ""answer"": ""bread""}, {""question"": ""is there a plate?"", ""answer"": ""yes""}, {""question"": ""what type of container is this?"", ""answer"": ""plate""}, {""question"": ""is there a table?"", ""answer"": ""yes""}, {""question"": ""what type of furniture is this?"", ""answer"": ""table""}, {""question"": ""is the bread sitting on the plate?"", ""answer"": ""yes""}, {""question"": ""is the plate on the table?"", ""answer"": ""yes""}]"
coco_636894,A room with woman at a desk next to a brown dog laying on the floor.,"[{""question"": ""is this a room?"", ""answer"": ""yes""}, {""question"": ""is there a woman?"", ""answer"": ""yes""}, {""question"": ""is there a desk?"", ""answer"": ""yes""}, {""question"": ""what type of furniture is this?"", ""answer"": ""desk""}, {""question"": ""is there a dog?"", ""answer"": ""yes""}, {""question"": ""is there a floor?"", ""answer"": ""yes""}, {""question"": ""is the dog laying on the floor?"", ""answer"": ""yes""}, {""question"": ""is the dog brown?"", ""answer"": ""yes""}, {""question"": ""what color is the dog?"", ""answer"": ""brown""}]"
coco_702597,A woman sitting down holding a spoon and in her hand and eating.,"[{""question"": ""is this a woman?"", ""answer"": ""yes""}, {""question"": ""is the woman holding a spoon?"", ""answer"": ""yes""}, {""question"": ""what is the woman holding?"", ""answer"": ""spoon""}, {""question"": ""is the woman sitting down?"", ""answer"": ""yes""}, {""question"": ""is the woman holding something?"", ""answer"": ""yes""}, {""question"": ""is the woman eating?"", ""answer"": ""yes""}]"
coco_13236,Some people chilling on the couch playing with a Nintendo Wii,"[{""question"": ""are there people chilling on the couch?"", ""answer"": ""yes""}, {""question"": ""is there a couch?"", ""answer"": ""yes""}, {""question"": ""what type of furniture is this?"", ""answer"": ""couch""}, {""question"": ""is there a Nintendo Wii?"", ""answer"": ""yes""}, {""question"": ""are the people playing with a Nintendo Wii?"", ""answer"": ""yes""}, {""question"": ""what are the people doing with a Nintendo Wii?"", ""answer"": ""playing""}, {""question"": ""are there some people chilling on the couch?"", ""answer"": ""yes""}]"
coco_288627,A man plays tennis during a competition while a crowd looks on. ,"[{""question"": ""is this a man?"", ""answer"": ""yes""}, {""question"": ""who is playing tennis?"", ""answer"": ""man""}, {""question"": ""is the man playing tennis?"", ""answer"": ""yes""}, {""question"": ""what sport is the man playing?"", ""answer"": ""tennis""}, {""question"": ""is this a competition?"", ""answer"": ""yes""}, {""question"": ""is there a crowd?"", ""answer"": ""yes""}, {""question"": ""who is looking on?"", ""answer"": ""crowd""}, {""question"": ""is the crowd looking on?"", ""answer"": ""yes""}]"
coco_207623,A school bus painted with museum information.  ,"[{""question"": ""is this a school bus?"", ""answer"": ""yes""}, {""question"": ""what type of vehicle is this?"", ""answer"": ""school bus""}, {""question"": ""what type of place is this?"", ""answer"": ""museum""}, {""question"": ""is the school bus painted?"", ""answer"": ""yes""}]"
coco_777894,A guy is sleeping with his phone attached to his ear.,"[{""question"": ""is this a guy?"", ""answer"": ""yes""}, {""question"": ""who is sleeping?"", ""answer"": ""guy""}, {""question"": ""is there a phone?"", ""answer"": ""yes""}, {""question"": ""what type of device is this?"", ""answer"": ""phone""}, {""question"": ""is the phone attached to his ear?"", ""answer"": ""yes""}]"
coco_704926,a room full of colorful furniture and a tv,"[{""question"": ""is this a room?"", ""answer"": ""yes""}, {""question"": ""is there furniture in the room?"", ""answer"": ""yes""}, {""question"": ""is there a tv in the room?"", ""answer"": ""yes""}, {""question"": ""what type of appliance is this?"", ""answer"": ""tv""}, {""question"": ""is the furniture colorful?"", ""answer"": ""yes""}, {""question"": ""what color is the furniture?"", ""answer"": ""colorful""}, {""question"": ""is the room full of furniture?"", ""answer"": ""yes""}]"
coco_690636,A group of students are posing for a class picture. ,"[{""question"": ""are there students?"", ""answer"": ""yes""}, {""question"": ""who are posing for a class picture?"", ""answer"": ""students""}, {""question"": ""is this a class picture?"", ""answer"": ""yes""}, {""question"": ""is this a class picture or a family picture?"", ""answer"": ""class picture""}, {""question"": ""are the students posing for a class picture?"", ""answer"": ""yes""}, {""question"": ""is this a group of students?"", ""answer"": ""yes""}, {""question"": ""is this a group or a single student?"", ""answer"": ""group""}]"
